id	chr	start	end	assigned gene	name	distance (bp)	Dl_Tl10b_DmWG_Max	Dl_Tl10b_DmWG_PositionMax	Twist_Tl10b_DmWG_Max	Twist_Tl10b_DmWG_PositionMax	Snail_Tl10b_DmWG_Max	Snail_Tl10b_DmWG_PositionMax	DTS high confidence	TS high confidence	known DV enhancer	confirmed DV enhancer	putative DV enhancer	references	sna site: 0% conservation	sna site: 20% conservation	sna site: 40% conservation	sna site: 60% conservation	sna site: 80% conservation	sna site: 100% conservation	twi site: 0% conservation	twi site: 20% conservation	twi site: 40% conservation	twi site: 60% conservation	twi site: 80% conservation	twi site: 100% conservation	dl site: 0% conservation	dl site: 20% conservation	dl site: 40% conservation	dl site: 60% conservation	dl site: 80% conservation	dl site: 100% conservation
2L_13224850_13225952	2L	13224850	13225952	CG15480	CG15480	TSS overlap	4.137316562	13225782	10.80065359	13225502	15.61944444	13225502	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
2L_13226921_13228034	2L	13226921	13228034	CG16813	CG16813	TSS overlap	3.462264151	13227586	8.187363834	13227306	12.95277778	13227306	1	0	0	0	0		3	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2L_13229160_13229972	2L	13229160	13229972	CG16815	CG16815	TSS overlap	1.458071279	13229277	3.586056645	13229803	6.281944444	13229803	0	1	0	0	0		1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
2L_13597092_13597892	2L	13597092	13597892	CG7147	kuz	transcript overlap	2.667714885	13597473	5.665577342	13597473	6.7875	13597473	1	0	0	0	0		1	0	0	0	0	0	3	2	2	2	0	0	2	0	0	0	0	0
2L_13665816_13666342	2L	13665816	13666342	CG18507	CG18507	transcript overlap	1.226415094	13666184	2.85620915	13666184	5.016666667	13666184	0	1	0	0	0		2	2	2	2	2	0	1	1	1	1	1	0	0	0	0	0	0	0
2L_13850664_13851766	2L	13850664	13851766	CG31811	cenG1A	transcript overlap	1.796645702	13851317	4.5708061	13851317	6.765277778	13851317	0	1	0	0	0		1	0	0	0	0	0	3	2	2	2	1	0	1	0	0	0	0	0
2L_13867435_13868230	2L	13867435	13868230	CG31811	cenG1A	transcript overlap	2.831236897	13867824	5.696078431	13867824	9.476388889	13867824	1	0	0	0	0		1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2L_14023983_14024718	2L	14023983	14024718	CG31840	CG31840	TSS overlap	2.0639413	14024243	3.885620915	14024574	5.611111111	14024574	1	0	0	0	0		2	2	2	1	1	1	5	4	3	1	1	1	0	0	0	0	0	0
2L_14025760_14028042	2L	14025760	14028042	CG4500	CG4500	TSS overlap	3.980083857	14027320	5.38453159	14025867	6.738888889	14025867	1	0	0	0	0		0	0	0	0	0	0	8	3	2	1	0	0	2	1	1	1	0	0
2L_14261570_14263064	2L	14261570	14263064	CG15288	wb	458	7.031446541	14262253	28.4956427	14262253	31.8125	14262253	1	0	0	0	0		3	2	2	1	1	0	3	3	2	0	0	0	1	1	1	1	1	0
2L_14264719_14265615	2L	14264719	14265615	CG15288	wb	transcript overlap	1.704402516	14265217	8.691721133	14265217	11.26944444	14265217	0	1	0	0	0		1	1	0	0	0	0	3	3	3	3	2	0	1	1	1	0	0	0
2L_14435724_14436263	2L	14435724	14436263	CG3474	CG3474	10593	2.380503145	14436093	4.60130719	14436093	6.573611111	14436093	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2L_14443525_14444364	2L	14443525	14444364	CG15283	CG15283	6452	2.085953878	14444194	5.32788671	14444194	6.704166667	14444194	1	0	0	0	0		0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
2L_14445434_14446499	2L	14445434	14446499	CG15283	CG15283	4317	1.701257862	14445795	10.583878	14445795	16.72361111	14445795	0	1	0	0	0		2	2	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
2L_14484754_14486652	2L	14484754	14486652	CG4491	noc	4210	2.012578616	14486482	4.387799564	14486254	6.741666667	14486254	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2L_14489015_14489519	2L	14489015	14489519	CG4491	noc	1343	2.29769392	14489374	3.264705882	14489374	6.029166667	14489374	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2L_14490561_14491118	2L	14490561	14491118	CG4491	noc	TSS overlap	2.384696017	14490671	3.446623094	14490671	5.051388889	14490671	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2L_14736034_14736233	2L	14736034	14736233	CG31835	CG31835	transcript overlap	1.460167715	14736074	2.387799564	14736074	5.008333333	14736074	0	1	0	0	0		2	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
2L_15320030_15320870	2L	15320030	15320870	CG15259	nht	4195	1.636268344	15320700	5.966230937	15320700	8.281944444	15320700	0	1	0	0	0		3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2L_15329055_15329954	2L	15329055	15329954	CG3758	esg	TSS overlap	2.139412998	15329854	4.502178649	15329434	6.247222222	15329714	1	0	0	0	0		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_15471864_15476418	2L	15471864	15476418	CG3956	sna	TSS overlap	8.214884696	15475689	12.10893246	15475689	19.23611111	15475689	1	0	1	0	1	"Ip et al., 1992"	2	2	2	1	1	0	5	3	3	1	0	0	10	2	1	1	0	0
2L_15481464_15483061	2L	15481464	15483061	CG15257	Tim17b2	transcript overlap	6.761006289	15482028	20.67647059	15481754	31.43055556	15481754	1	0	0	0	0		4	4	1	0	0	0	8	7	5	4	0	0	2	1	0	0	0	0
2L_15486876_15488634	2L	15486876	15488634	CG15257	Tim17b2	transcript overlap	4.609014675	15488464	6.849673203	15488464	9.151388889	15488464	1	0	0	0	0		2	1	0	0	0	0	1	1	0	0	0	0	6	1	1	1	0	0
2L_15561972_15562512	2L	15561972	15562512	CG4192	kek3	12370	1.230607966	15562080	5.910675381	15562080	9.354166667	15562080	0	1	0	0	0		5	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2L_15743545_15744042	2L	15743545	15744042	CG3938	CycE	transcript overlap	1.899371069	15743934	4.4291939	15743654	6.729166667	15743654	0	1	0	0	0		3	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2L_16230617_16231434	2L	16230617	16231434	CG12455	CG12455	transcript overlap	1.002096436	16230984	6.864923747	16230984	9.731944444	16230984	0	1	0	0	0		5	4	2	2	2	1	3	3	3	3	2	1	1	0	0	0	0	0
2L_16275721_16276346	2L	16275721	16276346	CG7664	crp	transcript overlap	2.056603774	16276066	3.693899782	16276066	5.219444444	16276066	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_16277127_16278640	2L	16277127	16278640	CG7664	crp	transcript overlap	2.764150943	16277347	5.54248366	16277347	6.447222222	16277347	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
2L_16319162_16319990	2L	16319162	16319990	CG5848	cact	transcript overlap	4.606918239	16319549	11.85294118	16319549	16.82361111	16319549	1	0	0	0	0		2	2	1	1	1	0	2	2	2	2	2	2	1	1	1	1	1	1
2L_16325727_16326383	2L	16325727	16326383	CG4440	CG4440	TSS overlap	2.117400419	16325897	6.628540305	16326177	7.752777778	16326177	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_16639236_16639985	2L	16639236	16639985	CG31738	CG31738	transcript overlap	1.591194969	16639553	2.862745098	16639553	6	16639553	0	1	0	0	0		3	3	2	0	0	0	3	2	2	0	0	0	1	0	0	0	0	0
2L_16741976_16742895	2L	16741976	16742895	CG17912	CG17912	2643	2.799790356	16742429	10.90631808	16742429	16.96111111	16742429	1	0	0	0	0		3	2	2	1	1	1	0	0	0	0	0	0	4	1	1	0	0	0
2L_17217370_17218981	2L	17217370	17218981	CG15138	beat-IIIc	transcript overlap	1.605870021	17218542	4.125272331	17218286	6.976388889	17218286	0	1	0	0	0		2	2	1	1	0	0	3	2	1	1	1	0	1	1	0	0	0	0
2L_17259161_17259682	2L	17259161	17259682	CG15138	beat-IIIc	2500	1.011530398	17259270	5.910675381	17259270	8.963888889	17259543	0	1	0	0	0		2	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2L_17378176_17378962	2L	17378176	17378962	CG6860	CG6860	transcript overlap	6.225366876	17378542	12.52614379	17378542	19.53472222	17378542	1	0	0	0	0		2	1	0	0	0	0	2	2	1	0	0	0	2	1	0	0	0	0
2L_17606556_17607335	2L	17606556	17607335	CG15147	CG15147	14939	1.332285115	17607195	3.716775599	17607195	6.606944444	17606942	0	1	0	0	0		3	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
2L_17744588_17745109	2L	17744588	17745109	CG7100	CadN	9138	2.551362683	17744939	6.737472767	17744696	4.752777778	17744939	1	0	0	0	1	"Biemar et al., 2006"	2	1	1	1	0	0	2	2	2	2	0	0	0	0	0	0	0	0
2L_17746765_17747317	2L	17746765	17747317	CG7100	CadN	11315	2.107966457	17747147	3.496732026	17747147	5.034722222	17747147	1	0	0	0	1	"Biemar et al., 2006"	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
2L_18087592_18088419	2L	18087592	18088419	CG15153	CG15153	TSS overlap	1.402515723	18088096	3.20043573	18088096	5.538888889	18088096	0	1	0	0	0		7	3	3	0	0	0	3	2	2	1	1	0	1	0	0	0	0	0
2L_18329537_18330079	2L	18329537	18330079	CG5803	Fas3	transcript overlap	1.895178197	18329908	4.874727669	18329908	7.861111111	18329908	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2L_18350299_18350808	2L	18350299	18350808	CG5803	Fas3	transcript overlap	1.246331237	18350638	3.44335512	18350638	5.630555556	18350638	0	1	0	0	0		3	3	0	0	0	0	2	2	0	0	0	0	2	2	2	0	0	0
2L_18357149_18357692	2L	18357149	18357692	CG5803	Fas3	transcript overlap	1.977987421	18357256	5.41503268	18357256	5.075	18357256	0	1	0	0	0		1	1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0
2L_18399301_18399591	2L	18399301	18399591	CG31749	CG31749	17058	0.893081761	18399410	3.169934641	18399410	5.805555556	18399410	0	1	0	0	0		2	2	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0
2L_18482553_18483320	2L	18482553	18483320	CG10176	CG10176	transcript overlap	2.678197065	18482918	4.734204793	18482918	6.975	18482918	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
2L_18611752_18613400	2L	18611752	18613400	CG15161 CG15162	CG15161 MESR3	TSS overlap	2.047169811	18611998	9.519607843	18611862	15.4125	18611862	1	0	0	0	0		3	1	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0
2L_18870798_18872110	2L	18870798	18872110	CG10619	tup	transcript overlap	1.678197065	18871188	5.958605664	18871188	8.405555556	18871414	0	1	0	1	1	"Frank and Rushlow, 1996"	4	3	1	1	1	0	2	0	0	0	0	0	2	1	1	0	0	0
2L_18877093_18877657	2L	18877093	18877657	CG10619	tup	TSS overlap	3.393081761	18877133	7.964052288	18877487	14.52222222	18877487	1	0	0	0	1	"Frank and Rushlow, 1996"	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
2L_18891098_18891898	2L	18891098	18891898	CG10619	tup	13913	1.363731656	18891208	4.562091503	18891488	8.205555556	18891488	0	1	0	0	1	"Frank and Rushlow, 1996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_19150491_19151491	2L	19150491	19151491	CG10719	brat	transcript overlap	3.900419287	19151150	6.992374728	19150870	12.42638889	19150870	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2L_19151865_19152911	2L	19151865	19152911	CG10719	brat	transcript overlap	1.987421384	19152254	4.145969499	19152254	6.225	19152254	0	1	0	0	0		3	1	1	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0
2L_19156906_19157446	2L	19156906	19157446	CG10719	brat	transcript overlap	1.84591195	19157296	3.468409586	19157296	6.625	19157296	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_19215521_19216607	2L	19215521	19216607	CG17348	drl	29246	1.408805031	19215884	5.061002179	19216159	8.390277778	19216159	0	1	0	0	0		5	3	2	2	2	1	1	1	1	1	1	0	2	0	0	0	0	0
2L_19322645_19323205	2L	19322645	19323205	CG10750	CG10750	26410	2.756813417	19322755	5.74291939	19322755	8.254166667	19322755	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2L_19333384_19334717	2L	19333384	19334717	CG17559	dnt	24436	3.153039832	19334299	6.08496732	19334050	9.191666667	19334050	1	0	0	0	0		5	3	2	1	1	0	1	1	1	0	0	0	2	0	0	0	0	0
2L_19503996_19504725	2L	19503996	19504725	CG10188	CG10188	TSS overlap	2.939203354	19504623	3.71459695	19504106	6.1625	19504343	1	0	0	0	0		2	0	0	0	0	0	2	2	1	1	0	0	3	1	1	0	0	0
2L_19815623_19816192	2L	19815623	19816192	CR32880	snRNA:U5:38ABb	3280	1.363731656	19816022	4.64379085	19815742	7.7875	19816022	0	1	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0
2L_19947602_19948086	2L	19947602	19948086	CG10662	CG10662	2238	1.542976939	19947923	5.887799564	19947700	4.606944444	19947700	0	1	0	0	0		0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0
2L_20124023_20124583	2L	20124023	20124583	CG10651	CG10651	6247	2.008385744	20124413	5.049019608	20124413	6.998611111	20124413	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_20468594_20469458	2L	20468594	20469458	CR32958	mir-1	5631	2.024109015	20468984	12.58932462	20468984	11.67222222	20468984	1	0	1	0	1	"Biemar et al., 2005"	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2L_20473425_20476067	2L	20473425	20476067	CR32958	mir-1	TSS overlap	7.963312369	20475901	18.85185185	20473789	14.16111111	20473789	1	0	0	0	1	"Biemar et al., 2005"	3	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0
2L_20765933_20766465	2L	20765933	20766465	CG1759	cad	transcript overlap	1.56918239	20766323	4.227668845	20766043	6.745833333	20766043	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2L_21089926_21090976	2L	21089926	21090976	CG12050 CG9257	CG12050 CG9257	TSS overlap	4.417190776	21090526	8.565359477	21090526	14.22361111	21090526	1	0	0	0	0		2	1	1	1	0	0	2	2	1	1	0	0	1	0	0	0	0	0
2L_21150347_21150681	2L	21150347	21150681	CG9247	CG9247	TSS overlap	2.313417191	21150582	4.087145969	21150582	5.541666667	21150582	1	0	0	0	0		3	2	1	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0
2L_21225246_21225992	2L	21225246	21225992	CG8676	Hr39	transcript overlap	2.019916143	21225554	6.859477124	21225554	11.61944444	21225554	1	0	0	0	0		4	3	2	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0
2L_21606293_21606913	2L	21606293	21606913	CG2201	CG2201	transcript overlap	1.643584521	21606465	3.468	21606330	5.148825065	21606330	0	1	0	0	0		0	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0
2L_21834858_21835698	2L	21834858	21835698	CG1374	tsh	18670	1.599796334	21835248	4.315	21835248	5.270234987	21835248	0	1	0	0	0		3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
2L_21848032_21848773	2L	21848032	21848773	CG1374	tsh	31844	1.433808554	21848343	4.099	21848343	7.176240209	21848343	0	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2L_22006191_22006880	2L	22006191	22006880	CR33987	CR33987	29	1.547861507	22006780	3.923	22006526	6.263707572	22006526	0	1	0	0	0		2	1	1	1	1	1	3	1	1	1	1	1	0	0	0	0	0	0
2R_1365604_1365879	2R	1365604	1365879	CG14469	dpr12	transcript overlap	0.823828921	1365709	5.226	1365709	6.838120104	1365709	0	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_1407942_1408729	2R	1407942	1408729	CG12551	CG12551	19592	0.956211813	1408279	9.748	1408279	15.78720627	1408279	0	1	0	0	0		6	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
2R_1444790_1446352	2R	1444790	1446352	CG14470	CG14470	12545	2.00305499	1445919	4.97	1445919	6.742819843	1445641	1	0	0	0	0		2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
2R_1625968_1626480	2R	1625968	1626480	CG1765	EcR	transcript overlap	1.146639511	1626091	4.442	1626091	5.938642298	1626091	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2R_1629140_1630168	2R	1629140	1630168	CG1765	EcR	transcript overlap	3.483706721	1629519	7.437	1629519	10.07441253	1629519	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2R_1632786_1633567	2R	1632786	1633567	CG1765	EcR	transcript overlap	1.368635438	1633437	2.292	1633157	5.238903394	1633157	0	1	0	0	0		2	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
2R_1701326_1704550	2R	1701326	1704550	CG11212	Ptr	TSS overlap	2.315682281	1701685	6.843	1703054	12.35248042	1703054	1	0	0	0	0		9	4	4	2	0	0	8	3	1	0	0	0	5	0	0	0	0	0
2R_2028401_2028905	2R	2028401	2028905	CG9397	1.28	transcript overlap	1.311608961	2028735	3.02	2028507	5.591383812	2028735	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_2084615_2086226	2R	2084615	2086226	CG15233	CG15233	26565	2.459266802	2085482	18.873	2085482	30.09660574	2085482	1	0	0	0	0		1	0	0	0	0	0	3	2	2	2	2	2	2	2	0	0	0	0
2R_2097408_2098239	2R	2097408	2098239	CG15233	CG15233	14552	1.356415479	2097797	5.95	2097797	11.56266319	2097797	0	1	0	0	0		2	2	1	1	0	0	3	3	3	2	1	0	1	1	1	0	0	0
2R_2325703_2326223	2R	2325703	2326223	CG3287	CG3287	transcript overlap	1.846232179	2325788	2.735	2325788	5.040469974	2325788	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_2617623_2618609	2R	2617623	2618609	CG12833	esn	transcript overlap	1.696537678	2618286	8.824	2618286	14.09660574	2618286	0	1	0	0	0		3	3	3	1	1	1	2	1	1	1	1	0	1	0	0	0	0	0
2R_2698825_2699349	2R	2698825	2699349	CG11084	pk	transcript overlap	0.887983707	2698935	3.18	2699057	6.404699739	2699057	0	1	0	0	0		1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2R_2891911_2894049	2R	2891911	2894049	CG17800	Dscam	TSS overlap	7.255600815	2892554	17.784	2892554	27.79634465	2892554	1	0	0	0	1	"Stathopoulos et al., 2002 "	3	1	1	1	1	0	3	2	1	1	1	0	3	0	0	0	0	0
2R_2918770_2919507	2R	2918770	2919507	CG11166	CG11166	transcript overlap	1.595723014	2919405	2.467	2918850	5.618798956	2919130	0	1	0	0	0		5	3	2	2	2	0	1	1	1	1	1	0	0	0	0	0	0	0
2R_2930064_2931183	2R	2930064	2931183	CG11121	so	TSS overlap	1.809572301	2930395	8.854	2930483	18.11096606	2930483	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2R_3002159_3002986	2R	3002159	3002986	CG1624	dpld	483	1.899185336	3002537	9.737	3002537	14.02088773	3002537	0	1	0	0	0		3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_3050209_3050990	2R	3050209	3050990	CG1598	CG1598	transcript overlap	1.250509165	3050596	3.687	3050596	6.267624021	3050596	0	1	0	0	0		4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_3104436_3104995	2R	3104436	3104995	CG2092	scra	transcript overlap	1.427698574	3104545	3.254	3104825	5.7845953	3104825	0	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_3135262_3135746	2R	3135262	3135746	CG30492	CG30492	transcript overlap	1.094704684	3135577	4.187	3135577	5.134464752	3135577	0	1	0	0	0		3	3	2	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
2R_3413672_3414229	2R	3413672	3414229	CG30377	CG30377	transcript overlap	1.547861507	3414080	3.053	3413744	5.024804178	3413744	0	1	0	0	0		2	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
2R_3459491_3460051	2R	3459491	3460051	CG14764	CG14764	transcript overlap	2.8401222	3459881	4.361	3459881	6.839425587	3459881	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_3757667_3758424	2R	3757667	3758424	CG14760	CG14760	7645	2.015274949	3758230	6.021	3758230	9.770234987	3758230	1	0	0	0	0		1	1	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0
2R_3872813_3873948	2R	3872813	3873948	CG30365	CG30365	TSS overlap	2.49389002	3873203	7.971	3873203	8.891644909	3873429	1	0	0	0	0		2	2	1	1	0	0	2	2	2	1	0	0	3	1	1	1	0	0
2R_4142750_4143544	2R	4142750	4143544	CG8635	CG8635	transcript overlap	1.218940937	4143140	3.543	4143140	5.339425587	4143140	0	1	0	0	0		2	2	2	1	0	0	1	1	1	1	0	0	3	1	1	1	1	1
2R_4154841_4155926	2R	4154841	4155926	CG2411	ptc	5522	1.723014257	4155482	4.681	4155482	7.171018277	4155482	0	1	0	0	0		5	1	1	1	0	0	4	1	1	1	1	1	2	0	0	0	0	0
2R_4169474_4170261	2R	4169474	4170261	CG2411	ptc	transcript overlap	1.781059063	4169817	4.34	4169817	7.860313316	4169817	0	1	0	0	0		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_4313574_4314370	2R	4313574	4314370	CG33141	sns	transcript overlap	2.896130346	4313921	12.452	4313921	17.5	4313921	1	0	0	0	0		2	1	1	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0
2R_4374119_4374922	2R	4374119	4374922	CG10844	Rya-r44F	transcript overlap	3.650712831	4374489	5.158	4374489	7.596605744	4374489	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
2R_4650241_4650982	2R	4650241	4650982	CG8788	CG8788	TSS overlap	2.118126273	4650417	5.04	4650417	3.458224543	4650417	1	0	0	0	0		1	0	0	0	0	0	5	1	0	0	0	0	1	1	0	0	0	0
2R_4931310_4932731	2R	4931310	4932731	CG13955	CG13955	2704	3.877800407	4931700	10.423	4931700	15.51174935	4931700	1	0	0	0	0		3	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0
2R_5206470_5207001	2R	5206470	5207001	CG1782	Uba1	1329	1.575356415	5206579	2.821	5206579	5.194516971	5206579	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
2R_5226201_5226688	2R	5226201	5226688	CG1772	dap	transcript overlap	2.051934827	5226550	4.717	5226550	6.809399478	5226550	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
2R_5443138_5443816	2R	5443138	5443816	CG1429	Mef2	transcript overlap	1.923625255	5443646	6.147	5443646	3.763707572	5443646	0	1	0	0	1	"Taylor et al., 1995"	2	2	2	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0
2R_5471782_5472603	2R	5471782	5472603	CG12130	CG12130	transcript overlap	2.214867617	5472155	6.615	5472155	5.424281984	5472155	1	0	0	0	0		1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
2R_5485185_5486282	2R	5485185	5486282	CG12134	CG12134	2223	1.257637475	5485832	3.198	5485832	5.293733681	5485567	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_5497584_5498642	2R	5497584	5498642	CG2331	TER94	2332	1.358452138	5498472	3.486	5498200	5.762402089	5498200	0	1	0	0	0		2	2	1	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0
2R_5636019_5636854	2R	5636019	5636854	CG30011	gem	305	1.49185336	5636705	2.566	5636401	5.933420366	5636705	0	1	0	0	0		2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
2R_5943722_5944567	2R	5943722	5944567	CG11763	micr	transcript overlap	1.354378819	5944390	4.169	5944390	7.779373368	5944390	0	1	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_5996999_5999006	2R	5996999	5999006	CG12052	lola	transcript overlap	4.031568228	5998298	3.804	5998298	6.071801567	5997079	1	0	0	0	0		2	2	2	1	1	0	6	4	4	1	0	0	2	0	0	0	0	0
2R_6093259_6096221	2R	6093259	6096221	CG2368	psq	transcript overlap	2.082484725	6096051	7.855	6094973	13.4464752	6094973	1	0	0	0	0		1	1	0	0	0	0	5	2	1	1	0	0	2	0	0	0	0	0
2R_6422408_6422668	2R	6422408	6422668	CG12943	CG12943	2840	1.771894094	6422498	5.114	6422498	7.439947781	6422498	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2R_6694844_6695084	2R	6694844	6695084	CG7734	shn	transcript overlap	1.33299389	6694947	11.952	6694947	21.1383812	6694947	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_6707354_6707906	2R	6707354	6707906	CG7734	shn	transcript overlap	3.216904277	6707736	3.218	6707736	5.772845953	6707461	1	0	0	0	0		1	1	1	1	1	0	2	0	0	0	0	0	1	1	1	1	1	0
2R_6713007_6716096	2R	6713007	6716096	CG7734	shn	transcript overlap	1.948065173	6715060	5.002	6715060	6.818537859	6715060	0	1	0	0	0		5	3	3	2	2	1	4	3	2	1	1	1	2	1	1	1	1	0
2R_6753498_6754025	2R	6753498	6754025	CG13216	CG13216	876	1.49592668	6753608	5.348	6753888	9.610966057	6753608	0	1	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_6896158_6896915	2R	6896158	6896915	CG13200	CG13200	204	2.042769857	6896268	4.335	6896268	6.011749347	6896268	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_7048168_7048725	2R	7048168	7048725	CG9015	en	4051	1.266802444	7048278	4.942	7048278	7.68537859	7048278	0	1	0	0	0		0	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0
2R_7053070_7053844	2R	7053070	7053844	CG9015	en	8953	1.583503055	7053676	4.263	7053396	6.793733681	7053396	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2R_7062435_7062989	2R	7062435	7062989	CG9015	en	18318	1.915478615	7062545	3.929	7062545	5.308093995	7062545	0	1	0	0	0		1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
2R_7064543_7065075	2R	7064543	7065075	CG9015	en	20426	1.303462322	7064653	3.501	7064653	6.753263708	7064653	0	1	0	0	0		1	1	1	1	1	1	2	2	2	2	2	2	0	0	0	0	0	0
2R_7113561_7114390	2R	7113561	7114390	CG10897	tou	transcript overlap	1.361507128	7113660	4.054	7113940	8.296344648	7113940	0	1	0	0	0		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
